1,0.0
2,0.15
3,0.0
4,0.05
5,0.05
6,0.05
7,0.1
8,0.05
9,0.1
10,0.35
11,0.35
12,0.1
13,0.2
14,0.05
15,0.15
16,0.1
17,0.15
18,0.15
19,0.2
20,0.05
21,0.1
22,0.5
23,0.2
24,0.1
25,0.3
26,0.1
27,0.4
28,0.2
29,0.35
30,0.0
31,0.1
32,0.05
33,0.05
36,0.2
37,0.0
38,0.1
39,0.05
40,0.0
42,0.15
43,0.2
44,0.1
45,0.25
48,0.1
49,0.0
57,0.0
58,0.3
59,0.05
60,0.1
61,0.45
62,0.05
63,0.2
64,0.05
