1,0.1
2,0.15
3,0.0
4,0.1
5,0.15
6,0.1
7,0.4
8,0.1
9,0.2
10,0.55
11,0.3
12,0.15
13,0.2
14,0.15
15,0.15
16,0.15
17,0.2
18,0.15
19,0.35
20,0.15
21,0.15
22,0.45
23,0.15
24,0.1
25,0.35
26,0.25
27,0.35
28,0.2
29,0.5
30,0.05
31,0.1
32,0.1
33,0.05
36,0.4
37,0.15
38,0.1
39,0.2
40,0.2
42,0.15
43,0.3
44,0.15
45,0.3
48,0.1
49,0.1
57,0.05
58,0.3
59,0.45
60,0.1
61,0.55
62,0.0
63,0.35
64,0.05
